Smiles,Target Name,Standard Value,Smiles_feature_vector,image_feature_vector,target_protein_vector
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(C[SH](=O)=O)CC1,Interleukin-1 receptor-associated kinase 4,5.3,,,
CC(C)Nc1cc(Nc2ccn3nccc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.2,,,
CCOC(=O)NCc1cnc2c(ccn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,Interleukin-1 receptor-associated kinase 4,5.4,,,
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCCCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.4,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCCOC(C)(C)C,Interleukin-1 receptor-associated kinase 4,5.5,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@@H]1CC=C(c2ccncc2)CC1,Interleukin-1 receptor-associated kinase 4,5.5,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1COCC1(F)F,Interleukin-1 receptor-associated kinase 4,5.5,,,
CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(Cl)cnc43)cc2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,5.6,,,
CC(C)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H](C)CO,Interleukin-1 receptor-associated kinase 4,5.6,,,
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc(-c2ccc(F)cc2)cs1,Interleukin-1 receptor-associated kinase 4,5.6,,,
CS(=O)(=O)N1CC2(CN(c3nc(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)c(-c4nc5ccccc5s4)c(=O)[nH]3)C2)C1,Interleukin-1 receptor-associated kinase 4,5.6,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCCOC(C)C,Interleukin-1 receptor-associated kinase 4,5.6,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3cnccc3n2)cc1NC1CC1,Interleukin-1 receptor-associated kinase 4,5.6,,,
CC(C)(O)[C@H]1CCC[C@@H](Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,Interleukin-1 receptor-associated kinase 4,5.6,,,
COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCN(C)CC3)nc12,Interleukin-1 receptor-associated kinase 4,5.7,,,
CC1(CNc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)COC1,Interleukin-1 receptor-associated kinase 4,5.7,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1Nc1cnn(C(F)F)c1,Interleukin-1 receptor-associated kinase 4,5.7,,,
CC(C)COC(=O)NCc1cnc2c(ccn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,Interleukin-1 receptor-associated kinase 4,5.7,,,
Cc1nccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,Interleukin-1 receptor-associated kinase 4,5.7,,,
CC(C)(C)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.8,,,
CC(=O)N1CC(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,Interleukin-1 receptor-associated kinase 4,5.8,,,
CS(=O)(=O)NCCNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCOCC1,Interleukin-1 receptor-associated kinase 4,5.7,,,
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,Interleukin-1 receptor-associated kinase 4,5.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCC(C)(O)CC1,Interleukin-1 receptor-associated kinase 4,5.9,,,
COc1cc2c(OC[C@@H]3CCC(=O)N3)ccnc2cc1C(N)=O,Interleukin-1 receptor-associated kinase 4,5.9,,,
CCS(=O)(=O)N1CCC(NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,5.9,,,
CCCNC(=O)NCc1cnc2c(ccn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,Interleukin-1 receptor-associated kinase 4,5.9,,,
CC(C)CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,5.9,,,
Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,Interleukin-1 receptor-associated kinase 4,6.0,,,
CC(C)(O)CCNC(=O)c1cnc(-n2ccc3cncnc32)cc1NC1CCOCC1,Interleukin-1 receptor-associated kinase 4,6.0,,,
O=c1[nH]c(N2CCN(c3cccnc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,6.0,,,
CN1CCN(c2cc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)ccn2)CC1,Interleukin-1 receptor-associated kinase 4,6.0,,,
COCc1nn(C)cc1NC(=O)c1cnn2ccc(N[C@@H]3CCCC[C@@H]3N)nc12,Interleukin-1 receptor-associated kinase 4,6.0,,,
CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5cn(C)nn5)ccc4n3)cn2)CC1,Interleukin-1 receptor-associated kinase 4,6.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3cc[nH]c23)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,6.0,,,
CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCCC4)c23)CC1,Interleukin-1 receptor-associated kinase 4,6.0,,,
C[N+]1=C(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC=N1,Interleukin-1 receptor-associated kinase 4,6.0,,,
[C-]#[N+]C1(NC(=O)c2cnc(-n3ncc4cc(C#N)c(N)nc43)cc2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,6.0,,,
COc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,Interleukin-1 receptor-associated kinase 4,6.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2C2CC2)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,6.0,,,
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(-c2nnco2)n1,Interleukin-1 receptor-associated kinase 4,6.0,,,
CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCOCC4)c23)CC1,Interleukin-1 receptor-associated kinase 4,6.0,,,
Cn1cc(NC(=O)c2cnn3ccc(N4CC[C@H](F)[C@@H](N)C4)nc23)c(C(F)(F)F)n1,Interleukin-1 receptor-associated kinase 4,6.0,,,
COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C(C)C#N)nc34)CC2)CC1,Interleukin-1 receptor-associated kinase 4,6.0,,,
COc1ccnc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)c1,Interleukin-1 receptor-associated kinase 4,6.0,,,
OC[C@H]1C[C@@H](Nc2nc(Nc3cncnc3)ncc2-c2nc3ccncc3s2)[C@H](O)[C@@H]1O,Interleukin-1 receptor-associated kinase 4,6.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCOCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,6.0,,,
Cc1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)[nH]n1,Interleukin-1 receptor-associated kinase 4,6.2,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](NC(=O)[C@H](C)O)CC1,Interleukin-1 receptor-associated kinase 4,6.2,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCOCC1,Interleukin-1 receptor-associated kinase 4,6.1,,,
CC(C)Nc1cc(-n2ncc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,6.2,,,
O=c1[nH]c(N2CCC(c3cncnc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,6.2,,,
C[C@@H](CF)Nc1cc(-n2ccc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,6.2,,,
CC(C)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,Interleukin-1 receptor-associated kinase 4,6.2,,,
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC(C)(C)O)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,6.1,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CC1,Interleukin-1 receptor-associated kinase 4,6.2,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC(=O)N1CCN(C)CC1,Interleukin-1 receptor-associated kinase 4,6.2,,,
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(Cl)cnc43)cc2NC2COC2)CC1,Interleukin-1 receptor-associated kinase 4,6.2,,,
N#Cc1cc2cnn(-c3cc(NC4COC4)c(C(=O)NCCC4CC4)cn3)c2nc1N,Interleukin-1 receptor-associated kinase 4,6.1,,,
CC(F)CCNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,6.1,,,
CCCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,Interleukin-1 receptor-associated kinase 4,6.3,,,
CC(C)Nc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NCC(F)C1(O)COC1,Interleukin-1 receptor-associated kinase 4,6.3,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)C1,Interleukin-1 receptor-associated kinase 4,6.3,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CN(c2ncc(F)cn2)C1,Interleukin-1 receptor-associated kinase 4,6.3,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NCCC1CC1,Interleukin-1 receptor-associated kinase 4,6.3,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1CCCCO1,Interleukin-1 receptor-associated kinase 4,6.5,,,
O=c1[nH]c(N2CC3(CNC3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,6.5,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCCOC1,Interleukin-1 receptor-associated kinase 4,6.5,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1Nc1cnn(C2CCOCC2)c1,Interleukin-1 receptor-associated kinase 4,6.5,,,
CC(C)NC(=O)[C@H]1CC[C@H](Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC1,Interleukin-1 receptor-associated kinase 4,6.4,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2nccn2C)CC1,Interleukin-1 receptor-associated kinase 4,6.4,,,
CCCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H](C)CO,Interleukin-1 receptor-associated kinase 4,6.5,,,
CCNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,6.4,,,
CCC1(O)CCCN(c2nc3nc(N4CCOCC4)oc3cc2NC(=O)c2coc(-c3ccnc(C)c3)n2)C1,Interleukin-1 receptor-associated kinase 4,6.5,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)O,Interleukin-1 receptor-associated kinase 4,6.5,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCC(F)(F)CC1,Interleukin-1 receptor-associated kinase 4,6.5,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC1CCCCC1,Interleukin-1 receptor-associated kinase 4,6.6,,,
CC(C)(O)C(F)(F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,Interleukin-1 receptor-associated kinase 4,6.6,,,
CC(C)(CNc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)OC(F)F,Interleukin-1 receptor-associated kinase 4,6.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(CN2CCOCC2)cc1,Interleukin-1 receptor-associated kinase 4,6.8,,,
CC(=O)OC(C)(C)C(=O)NCCNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC(C)C,Interleukin-1 receptor-associated kinase 4,6.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnc(N2CCOCC2)nc1,Interleukin-1 receptor-associated kinase 4,6.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC1(C)CC1,Interleukin-1 receptor-associated kinase 4,6.7,,,
COC1CCN(c2ccc(NC(=O)c3cnc(-n4ncc5cc(C#N)cnc54)cc3NC(C)C)cn2)CC1,Interleukin-1 receptor-associated kinase 4,6.8,,,
CCOC(=O)N1CC(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,Interleukin-1 receptor-associated kinase 4,6.8,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1CCN(c2ncccn2)C1,Interleukin-1 receptor-associated kinase 4,6.8,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC(CO)CF,Interleukin-1 receptor-associated kinase 4,6.8,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCOC1,Interleukin-1 receptor-associated kinase 4,6.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](S(C)(=O)=O)CC1,Interleukin-1 receptor-associated kinase 4,6.8,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C(N)=O)cnc32)cc1NCC1CNC1,Interleukin-1 receptor-associated kinase 4,6.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N(C)C)nc1,Interleukin-1 receptor-associated kinase 4,6.9,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cncnc32)cc1NC1CC1,Interleukin-1 receptor-associated kinase 4,6.9,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1N[C@@H]1C[C@H]1CO,Interleukin-1 receptor-associated kinase 4,6.9,,,
CS(=O)(=O)N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4c(C5CC5)nccc4s3)c(=O)[nH]2)CC1,Interleukin-1 receptor-associated kinase 4,6.9,,,
CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CCOCC2)CC1,Interleukin-1 receptor-associated kinase 4,7.1,,,
Cc1ncc(-c2ccc3nc(Nc4cnn(C5CCN(C)CC5)c4)nc(OC4(C)CC4)c3n2)c(C)n1,Interleukin-1 receptor-associated kinase 4,7.0,,,
COc1cc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,Interleukin-1 receptor-associated kinase 4,7.0,,,
CN1CCN(c2cc(Nc3nc(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c4sccc4n3)ccn2)CC1,Interleukin-1 receptor-associated kinase 4,7.0,,,
CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC2COC2)CC1,Interleukin-1 receptor-associated kinase 4,7.0,,,
Cc1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)n(C)n1,Interleukin-1 receptor-associated kinase 4,7.0,,,
CCNc1cc(-n2ccc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,7.1,,,
CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CCOCC2)CC1,Interleukin-1 receptor-associated kinase 4,7.1,,,
CC(CCF)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,7.0,,,
Cc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,Interleukin-1 receptor-associated kinase 4,7.0,,,
CN(C)[C@H]1CC[C@H](Nc2ncnc3ccc(C#N)cc23)CC1,Interleukin-1 receptor-associated kinase 4,7.0,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@@H]1CC[C@@H](C(C)(C)O)OC1,Interleukin-1 receptor-associated kinase 4,7.1,,,
O=C(Nc1cc2cccnc2cc1O[C@H]1CC[C@@H](O)CC1)c1csc2cncnc12,Interleukin-1 receptor-associated kinase 4,7.0,,,
Cn1cc(-c2ccc3ncc(-c4cccc(NC5CCNCC5)n4)n3c2)cn1,Interleukin-1 receptor-associated kinase 4,7.0,,,
N#Cc1ccc2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c2c1,Interleukin-1 receptor-associated kinase 4,7.0,,,
Cc1ccc(-n2nc(C3CCN(C(C)C)CC3)cc2NC(=O)c2cnn3cccnc23)nc1,Interleukin-1 receptor-associated kinase 4,7.0,,,
CCCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,Interleukin-1 receptor-associated kinase 4,7.0,,,
CCOCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,Interleukin-1 receptor-associated kinase 4,7.1,,,
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-c2ccccc2)n1,Interleukin-1 receptor-associated kinase 4,7.0,,,
COc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1,Interleukin-1 receptor-associated kinase 4,7.0,,,
O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,7.2,,,
CN1Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2S1(=O)=O,Interleukin-1 receptor-associated kinase 4,7.2,,,
COC(=O)N1CC(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,Interleukin-1 receptor-associated kinase 4,7.3,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(N2CCN(C)CC2)cn1,Interleukin-1 receptor-associated kinase 4,7.3,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1NC1CCOCC1,Interleukin-1 receptor-associated kinase 4,7.4,,,
NC(=O)C[C@H]1CCc2sc3ncnc(O[C@H]4CC[C@H](N5CCOCC5)CC4)c3c21,Interleukin-1 receptor-associated kinase 4,7.5,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC1CC1,Interleukin-1 receptor-associated kinase 4,7.5,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,7.6,,,
COc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,Interleukin-1 receptor-associated kinase 4,7.6,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCNC1,Interleukin-1 receptor-associated kinase 4,7.5,,,
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCNC(=O)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,7.5,,,
Cc1cc(-c2nc(C(=O)Nc3cc4cn(CCN(C)C)nc4cc3C(C)(C)O)co2)ccn1,Interleukin-1 receptor-associated kinase 4,7.7,,,
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(C(F)F)c1,Interleukin-1 receptor-associated kinase 4,7.8,,,
CS[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,7.8,,,
CCCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1COC1,Interleukin-1 receptor-associated kinase 4,7.8,,,
Cn1cc(NC(=O)c2cnc3ccc(N[C@@H]4CCNC4)nn23)c(C(F)F)n1,Interleukin-1 receptor-associated kinase 4,7.7,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnn(C2CN(S(C)(=O)=O)C2)c1,Interleukin-1 receptor-associated kinase 4,7.8,,,
Cc1c[nH]c2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c12,Interleukin-1 receptor-associated kinase 4,8.0,,,
CS(=O)(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,Interleukin-1 receptor-associated kinase 4,8.0,,,
Cn1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(C)ccc3n2)cn1,Interleukin-1 receptor-associated kinase 4,8.0,,,
COCCn1cc(Nc2cc(-n3cnc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,Interleukin-1 receptor-associated kinase 4,7.9,,,
[C-]#[N+]CC(=O)N1CCC(CCNC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,Interleukin-1 receptor-associated kinase 4,8.0,,,
Cc1cc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)sn1,Interleukin-1 receptor-associated kinase 4,8.0,,,
Cc1nc2ccc(Nc3cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn3)cc2s1,Interleukin-1 receptor-associated kinase 4,8.0,,,
Cn1cc(NC(=O)c2cnn3ccc(N[C@H]4CCCC[C@H]4N)nc23)c(C(N)=O)n1,Interleukin-1 receptor-associated kinase 4,8.0,,,
O=C(Nc1cc2sc(N3CCOCC3)nc2cc1N1CCC(CO)CC1)c1cnn2cccnc12,Interleukin-1 receptor-associated kinase 4,8.0,,,
CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO,Interleukin-1 receptor-associated kinase 4,8.0,,,
C[C@@H](CO)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1CC1,Interleukin-1 receptor-associated kinase 4,7.9,,,
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCN)nc12,Interleukin-1 receptor-associated kinase 4,8.0,,,
O=c1[nH]c(N2CCN(c3ccc(Cl)cn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,8.0,,,
CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO.Cl,Interleukin-1 receptor-associated kinase 4,8.0,,,
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(Cl)ccc2s1,Interleukin-1 receptor-associated kinase 4,8.0,,,
Nc1ccc(-c2cccc(C(=O)Nc3cc4oc(N5CCOCC5)nc4cc3N3CCCCC3)n2)cn1,Interleukin-1 receptor-associated kinase 4,8.0,,,
O=C(Nc1cc2cccnc2cc1N1CCCCC1)c1cnn2ccccc12,Interleukin-1 receptor-associated kinase 4,8.0,,,
Cc1cnccc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,Interleukin-1 receptor-associated kinase 4,8.0,,,
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccnc(N4CCOCC4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,Interleukin-1 receptor-associated kinase 4,8.0,,,
O=c1[nH]c(N2CCN(c3ccccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,8.0,,,
CC(=O)N1CCC(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC1,Interleukin-1 receptor-associated kinase 4,8.0,,,
CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCOC4)c23)CC1,Interleukin-1 receptor-associated kinase 4,8.0,,,
COc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,Interleukin-1 receptor-associated kinase 4,8.0,,,
COc1ccc(-c2ccc3ncc(-c4cccc(NC5CCNCC5)n4)n3c2)cn1,Interleukin-1 receptor-associated kinase 4,8.0,,,
O=c1[nH]c(N2CCN(c3cnccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,8.0,,,
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](NC(=O)[C@@H](C)O)CC1,Interleukin-1 receptor-associated kinase 4,8.2,,,
COc1cnc(N2CC[C@@H](Nc3cc(-n4ncc5cc(C#N)cnc54)ncc3C(=O)NC[C@@H](F)C(C)(C)O)C2)nc1,Interleukin-1 receptor-associated kinase 4,8.1,,,
